1114	2.8	9	197	4	1040	1071	907	3	10	15	7	17	0
1234	1.6	33	172	1	166	778	1449	1	11	3	7	6	0
1199	2.5	16	116	15	1168	1552	3448	4	17	20	13	10	3
1103	1	29	111	6	990	1486	1837	6	8	8	7	16	1
1589	0.6	58	85	0	319	1206	3464	7	19	7	10	6	3
999	2.9	64	199	11	1397	1616	2593	4	14	19	11	16	2
1510	0.9	45	180	2	708	1752	3484	5	9	3	6	11	3
1008	0.8	61	114	11	1077	1122	2009	3	10	15	3	11	1
1127	2.9	57	163	5	928	1049	2048	1	11	13	5	17	1
1412	2.4	25	96	5	516	1894	837	8	15	17	9	4	1
1496	2	42	182	4	96	741	854	5	16	5	0	7	0
1083	2.9	64	178	1	1025	1118	3210	3	13	11	3	4	3
668	0.5	3	155	0	666	1203	2746	5	9	13	5	8	2
1309	1.1	33	100	0	557	1402	2334	4	10	14	1	11	2
1724	2	57	177	2	1605	1924	2822	3	19	5	3	16	3
1977	2	54	171	7	1226	1242	1971	7	18	18	7	14	2
885	2.3	15	103	0	769	802	1410	7	16	0	10	5	0
879	2.5	14	83	11	403	1105	349	6	16	15	10	2	0
1322	1.7	7	140	6	177	1990	1418	3	19	9	17	12	1
1137	1	7	196	18	942	1179	3616	3	13	19	5	12	3
1355	2.3	23	132	10	651	891	880	5	19	16	4	8	0
1665	0.5	60	194	3	1572	1684	1601	6	18	18	17	14	2
657	2.5	37	141	0	476	961	1412	2	14	1	3	18	0
593	0.5	31	156	6	1233	1317	1692	7	6	7	2	7	1
1883	0.5	10	146	3	836	1739	2600	6	16	13	8	20	3
1732	1.1	12	119	4	824	881	1308	8	16	9	7	11	1
543	0.5	57	192	0	391	984	2413	5	17	4	14	15	1
1939	2.8	55	199	0	320	520	1047	4	14	10	10	18	0
553	2.4	8	121	1	325	902	1204	7	11	3	4	8	0
832	0.7	39	103	2	125	1504	1799	4	5	3	2	11	1
1661	1.9	23	172	5	846	1634	2676	5	12	10	6	11	3
1657	2.4	42	198	3	1770	1796	2597	5	18	16	1	14	3
1135	2	46	83	0	293	1846	3029	1	19	4	17	9	3
1775	1.5	41	163	3	1633	1869	2343	1	19	7	13	14	3
783	1.8	43	106	0	1198	1471	2016	3	16	4	4	18	1
617	2.3	32	199	0	768	874	2213	7	18	20	13	7	1
867	1.4	4	135	0	70	1974	790	6	13	1	6	3	0
1310	1.1	7	194	13	117	513	3182	5	8	14	4	5	2
1804	0.5	22	153	9	1158	1244	3472	7	9	19	1	20	3
1900	2.3	18	89	1	1055	1661	2871	7	12	9	1	13	3
909	1.4	53	82	0	635	973	3187	8	12	0	9	4	2
1084	2.6	40	107	3	322	771	1945	3	15	11	4	10	1
1308	1.3	46	199	8	275	989	488	1	5	12	3	9	0
1778	0.5	15	102	0	1445	1954	1214	3	5	0	0	14	1
1701	1.6	10	194	3	550	1338	2598	8	12	7	9	6	2
772	2.4	10	80	1	1242	1712	3242	4	18	2	11	4	3
825	0.5	52	130	7	597	863	3534	3	10	10	4	6	3
1379	1.1	36	200	5	538	1376	3426	2	5	7	4	17	3
1166	2	25	198	3	59	1203	2488	5	13	4	5	15	2
1659	2.8	16	89	5	819	902	3255	1	19	20	14	9	3
826	2.4	58	88	0	179	786	2863	4	9	1	3	18	2
1564	2.3	25	189	4	1259	1965	1496	6	6	17	4	7	1
1957	0.9	31	181	11	396	1732	3801	3	12	16	0	7	3
1571	1.4	19	100	0	713	1398	666	6	12	1	10	13	0
1414	2	54	99	2	262	829	3799	7	17	3	7	7	3
1790	2.5	2	184	9	622	792	1366	1	7	14	0	20	1
645	0.5	41	197	1	327	580	2962	7	12	10	9	4	2
668	2.9	30	195	7	522	1056	2399	8	10	12	5	7	1
1652	1.1	36	89	1	313	1264	2338	4	12	5	8	20	2
1213	0.5	16	108	0	226	1248	2700	5	12	0	3	9	2
1272	2.5	22	133	0	605	669	2235	6	19	8	4	4	1
866	0.5	46	179	5	692	1686	3825	8	12	7	11	2	3
536	2.4	3	182	12	1386	1539	284	7	12	14	9	4	0
523	2.6	14	155	1	304	1042	1427	8	9	2	1	9	0
1753	0.5	31	134	0	1590	1926	1324	1	17	18	0	17	2
1218	1.8	14	147	1	229	616	398	3	17	4	0	5	0
1537	2.5	43	137	4	839	1131	3685	1	18	5	17	17	3
786	2.2	33	141	0	507	1697	2390	7	12	6	11	5	2
1678	2.1	64	134	3	436	536	278	3	19	11	0	10	0
1814	1.4	9	141	1	756	786	3556	2	18	2	12	16	3
1101	1.8	31	148	0	387	1269	2196	2	12	7	6	19	1
1461	2.4	40	141	3	1265	1298	3799	7	16	4	1	4	3
1216	3	47	199	4	1852	1967	2268	3	13	7	5	4	2
506	1.6	41	159	6	875	1025	2965	1	13	7	10	15	2
843	0.5	56	147	1	140	800	2341	5	10	17	1	20	1
742	2.2	56	190	4	577	1359	3557	7	16	14	11	12	3
1692	2.1	61	176	3	975	1996	1354	6	16	12	7	19	1
1485	1	32	84	2	510	1013	2147	2	19	9	1	11	2
1547	2.9	45	166	6	583	590	505	2	12	8	2	3	0
1692	2.3	46	139	4	674	1925	1394	1	16	6	10	6	1
637	2.3	60	97	3	1125	1989	374	4	18	4	4	8	0
1224	0.5	6	109	16	747	826	506	6	10	18	0	11	0
1356	2.8	29	198	0	1612	1983	3702	6	17	0	0	19	3
1840	0.5	34	142	12	311	1545	1078	1	8	16	0	10	1
1481	0.7	37	96	4	116	1533	2945	5	10	13	5	16	2
961	1.5	51	152	10	554	621	2981	6	15	16	6	7	2
1296	0.9	14	124	0	811	1272	490	5	7	3	1	4	0
1193	0.9	26	166	11	730	1729	536	1	17	20	14	4	0
1441	2.1	3	118	11	577	1071	2317	8	16	17	4	7	2
517	1.4	33	183	3	660	974	3704	4	17	8	16	11	3
748	1.7	27	150	0	450	1554	2126	8	18	4	9	7	1
1126	2.4	10	160	2	1223	1611	2050	6	7	3	6	12	2
1572	0.6	58	157	0	1109	1937	2462	7	12	8	8	10	3
1569	2.8	44	110	17	45	1942	1260	4	9	20	2	17	1
1270	0.6	32	101	2	299	845	3770	7	5	6	3	13	3
1854	3	8	101	2	506	627	1886	5	17	5	4	20	1
625	1.2	10	183	5	635	842	3323	4	9	8	1	7	2
1577	0.5	42	197	0	1045	1737	2060	5	19	4	6	12	2
534	0.5	16	189	0	393	1199	3926	5	16	1	12	20	3
946	1.7	25	143	8	650	1740	2177	6	7	15	5	13	2
685	0.5	29	93	2	433	648	728	7	14	10	8	4	0
1949	1.3	23	101	0	839	1136	2478	5	14	1	8	20	3
947	0.8	22	197	0	1176	1220	2842	2	16	13	12	2	2
801	2.2	63	165	2	650	879	1617	7	17	4	4	19	1
703	2.7	30	113	12	218	1065	1472	1	14	20	7	7	0
1165	2.4	41	178	11	564	831	764	6	19	12	12	15	0
1082	0.8	38	198	0	986	1191	2337	8	6	5	1	17	2
959	2.6	20	84	15	561	1631	3965	4	16	19	1	6	3
1502	1.2	54	138	0	65	588	3693	5	17	12	14	16	3
1380	2.1	4	92	1	420	500	797	3	13	13	2	15	0
1266	0.5	5	95	0	1365	1698	1687	6	11	9	0	18	2
1934	2.6	46	103	0	619	1299	2940	1	13	17	9	2	3
1905	0.5	6	151	3	849	898	1545	1	9	5	5	10	1
1831	1.4	43	150	2	611	1381	3834	5	17	5	7	13	3
596	1.4	46	165	8	953	984	2505	1	15	18	4	15	1
1562	1.3	7	190	1	642	1533	2243	5	12	15	10	6	2
1490	0.5	64	150	4	1417	1464	3600	8	17	8	9	7	3
1523	2.4	57	117	5	247	539	3971	2	18	6	12	10	3
640	0.6	20	163	0	710	1179	2844	4	7	15	5	18	2
1526	2.1	23	117	1	718	751	2227	7	18	8	10	3	2
1989	2.5	41	94	0	1100	1497	1665	3	17	13	9	12	2
1308	1.9	61	106	0	59	1215	3355	3	15	7	2	4	3
609	0.5	26	93	3	938	1948	1866	4	11	4	10	14	1
1905	0.6	36	119	9	825	1542	1287	3	13	20	4	16	1
1703	0.5	22	192	0	286	1235	1046	1	5	0	4	13	0
1445	2.4	20	173	7	1273	1345	1441	7	7	15	4	13	1
1087	1.3	16	166	0	295	589	690	3	14	9	6	6	0
671	0.9	30	105	10	852	1182	2504	7	6	17	4	15	2
1472	2.3	61	168	6	710	1052	2677	6	19	19	15	8	2
765	0.5	47	115	0	1277	1429	2243	8	11	1	7	4	2
1642	0.5	8	171	16	129	873	2984	6	13	17	4	17	2
1265	1.5	49	182	7	690	836	1362	5	5	16	0	12	1
664	1.1	51	110	1	701	1478	3629	7	19	4	15	6	3
1277	0.5	35	142	0	309	1460	3559	6	18	6	17	6	3
1395	1.8	23	111	0	213	705	2571	3	11	1	0	13	2
1539	2.6	41	159	0	1112	1666	2107	8	15	0	9	10	2
1049	2.2	63	135	9	199	1077	1022	5	11	17	3	13	0
1827	1.7	39	128	4	55	1020	2844	5	14	16	9	10	2
903	1	50	91	0	1230	1235	711	1	9	0	5	10	0
1987	0.5	53	181	3	1052	1516	3117	3	18	7	5	8	3
1154	1.2	49	181	0	541	1499	978	8	5	2	3	7	0
1336	0.9	17	194	5	55	583	1869	5	13	9	1	16	1
1886	0.5	24	112	0	809	1958	1179	3	16	1	7	20	1
1551	1.1	51	88	4	1738	1995	3844	5	11	6	8	4	3
850	1.6	29	133	6	404	642	593	5	19	19	17	10	0
660	0.5	40	111	5	262	1178	588	2	6	10	5	18	0
1225	2.1	13	116	8	759	1404	3836	4	12	12	11	11	3
1452	0.5	25	123	1	42	1040	2669	6	12	11	10	13	2
1686	2.8	38	166	3	397	1453	2958	4	14	4	11	2	3
1634	1.4	17	200	1	964	1677	3031	2	11	5	6	6	3
1708	2.4	49	109	18	233	517	3388	1	6	19	4	16	3
1151	2.9	31	128	0	1022	1560	2377	8	18	1	8	13	2
1578	1.9	37	138	2	411	1226	2458	4	19	19	16	3	2
1689	1.8	24	127	17	954	1200	2766	3	7	18	2	7	3
1488	0.5	39	112	1	1528	1647	3054	5	14	6	10	19	3
1313	1.8	9	105	4	416	1308	3791	1	11	6	10	6	3
1715	1	31	83	4	638	1615	625	8	17	17	6	13	0
1442	1	27	192	0	231	687	2227	3	6	19	5	20	1
528	1.7	6	142	12	574	637	3256	2	9	15	8	6	2
1523	1.8	11	129	6	148	1606	707	1	19	8	8	19	0
1133	1.4	42	199	3	730	1543	1457	5	18	12	12	20	1
1718	2.5	6	183	14	564	980	3755	5	7	16	1	8	3
1330	0.5	38	183	0	1290	1441	1733	7	9	1	0	11	1
1799	0.5	49	107	0	632	1383	720	4	12	2	2	11	0
633	2.2	49	139	0	529	1009	3560	8	11	1	1	16	2
724	2.7	44	187	0	1273	1754	2311	7	7	0	6	7	2
822	0.5	51	157	0	667	860	3846	6	10	20	1	3	3
1918	1.9	10	110	2	1170	1543	1717	5	7	10	1	16	2
1891	2.8	37	129	7	169	1108	3704	7	8	14	6	11	3
1373	1	50	127	2	105	673	3800	7	8	12	3	14	3
862	0.8	23	165	3	793	1758	278	2	16	15	3	11	0
1273	1	48	99	3	490	886	1767	4	18	15	15	11	1
957	2.5	7	107	4	1201	1485	1846	5	12	10	5	7	1
1617	1.3	30	105	3	246	1038	829	2	9	4	0	10	0
893	2.5	55	183	0	417	946	2986	2	7	1	1	6	2
1210	0.5	63	93	0	1177	1462	2394	5	17	0	9	7	2
708	2.7	63	195	0	78	654	2169	8	6	7	5	7	1
835	1.1	7	101	2	323	1604	1181	4	13	7	5	15	0
1450	2.7	19	131	9	707	1882	575	1	15	17	9	12	0
973	1.5	57	190	5	457	1816	2977	7	6	16	4	2	2
601	1.4	4	154	4	356	765	532	4	12	13	8	10	0
507	0.5	32	141	1	936	1398	1702	7	17	11	0	5	1
564	1.8	51	168	0	912	1980	1074	3	14	1	8	15	0
1559	1.6	6	162	6	179	1559	3352	6	9	17	1	3	3
754	0.5	59	178	7	1914	1928	1027	7	6	10	3	5	1
728	2.7	25	88	0	526	1529	2039	4	5	1	1	12	1
1431	0.5	56	191	0	156	952	461	1	7	1	3	8	0
767	1.5	28	175	4	344	1517	527	4	10	10	0	15	0
1722	2.6	18	177	8	865	1741	3271	2	14	16	0	15	3
1992	1.6	57	100	5	1552	1596	606	2	9	15	3	4	1
1876	0.5	40	86	10	546	1564	2513	6	10	14	8	16	3
1054	1.1	38	136	10	1097	1222	1675	6	18	12	4	14	1
1283	1.6	47	93	4	372	692	2698	5	9	5	6	17	2
1281	2.3	28	148	0	1285	1617	1129	1	12	6	1	6	1
1066	0.6	7	114	2	1242	1571	468	7	19	18	13	6	0
730	2.1	4	89	0	302	1247	1210	8	19	2	15	4	0
1053	0.8	45	103	7	594	1767	3086	1	17	12	6	5	3
1611	0.5	3	98	11	303	714	1595	3	8	14	4	9	1
793	1	30	133	5	1858	1935	2332	2	17	15	13	14	2
1220	2.9	62	125	3	403	1933	2589	4	19	8	11	15	2
1662	0.5	61	126	0	32	1509	3760	4	9	13	5	13	3
1281	2.8	8	144	3	590	954	1851	4	8	19	2	9	1
538	0.8	2	177	12	235	662	417	7	8	13	4	9	0
823	0.5	39	187	0	630	888	294	8	13	4	9	11	0
1733	2.8	36	119	3	357	527	3576	6	17	20	16	9	3
1429	1.5	40	100	0	246	820	3945	3	11	14	7	18	3
1839	1.2	54	200	9	475	1493	927	7	19	11	10	18	1
659	2.7	6	110	6	1054	1929	2044	3	15	7	5	2	1
1953	2.1	56	158	7	555	764	2334	8	11	9	5	4	2
1172	1.9	27	164	0	607	1092	1477	1	12	3	0	6	1
612	1.9	16	102	6	1360	1891	3161	7	8	7	4	3	3
1563	2.4	24	170	0	142	1699	3660	8	7	0	5	5	3
1191	1.3	26	84	16	681	683	1604	1	14	20	3	9	1
615	0.5	42	163	0	104	1664	2211	6	7	4	4	18	1
1893	2.1	63	134	8	637	763	3822	2	14	11	3	18	3
1563	1.7	16	151	10	410	572	3922	7	11	13	1	8	3
1995	1.9	9	139	6	1830	1963	1203	6	14	18	12	18	2
1517	0.5	48	143	6	802	1489	2822	5	15	14	5	11	3
832	1.6	34	108	1	311	1294	447	5	15	5	13	12	0
1162	2	56	114	0	56	997	1652	7	5	1	0	20	1
1595	2.6	12	121	7	344	655	3608	8	15	19	1	16	3
1329	1	52	181	1	1053	1458	1228	6	8	2	6	6	1
928	0.5	56	80	11	221	1243	666	8	19	13	10	5	0
1656	0.5	38	105	8	506	519	1499	7	12	17	8	19	1
1937	1.7	58	189	17	1728	1767	3321	1	5	19	4	14	3
977	1.1	57	181	2	63	566	1206	6	7	7	1	8	0
768	0.9	56	113	16	418	515	952	1	19	20	3	16	0
1464	0.5	12	117	11	854	1168	3927	2	5	14	3	15	3
1177	0.9	29	191	1	178	882	311	2	18	8	5	19	0
1348	2	52	98	18	1869	1942	955	3	18	20	11	7	1
1956	2.2	37	87	0	185	776	1109	3	13	2	1	19	1
1751	0.5	8	178	6	170	564	2969	6	8	20	6	17	2
1530	2	42	177	11	454	1975	725	6	11	13	10	19	0
1997	1.8	40	185	1	866	1212	1655	4	7	8	6	15	2
1414	1.5	44	180	5	44	1118	3490	2	16	6	12	13	3
1707	1.4	41	80	0	1331	1388	1774	7	12	2	0	10	2
894	0.5	50	199	1	1285	1462	3615	3	13	14	0	6	3
645	1.2	41	184	6	741	1130	714	8	18	17	2	13	0
1163	2.8	49	155	0	520	754	2768	2	19	0	2	12	2
1126	0.7	49	165	3	114	1726	3739	8	14	17	1	13	3
1648	0.7	64	170	6	1153	1876	610	4	8	9	1	6	1
1170	0.9	14	199	6	474	709	715	2	18	13	5	20	0
508	0.8	42	94	7	39	557	663	1	13	8	12	7	0
1097	2.1	64	161	6	419	1914	1725	3	14	8	5	9	1
728	1.7	5	101	0	584	775	834	2	16	20	0	5	0
1980	0.5	29	177	2	312	1910	3865	1	12	13	10	18	3
1504	2.3	64	182	1	19	1923	3059	1	6	2	5	10	3
1379	2.1	63	83	14	207	1370	651	1	9	17	6	7	0
1698	2.1	18	160	5	363	994	796	6	13	20	3	14	0
920	2.1	25	115	5	209	1078	785	7	10	14	7	5	0
1144	1.5	21	189	0	159	724	3252	1	16	11	0	8	2
1995	0.5	26	129	6	649	1104	1322	1	15	15	11	7	1
1430	0.5	27	183	1	1132	1182	2832	1	7	16	1	15	2
972	0.5	13	193	5	1392	1795	1615	5	11	8	6	13	1
662	0.5	20	138	5	1001	1224	2125	1	17	10	15	15	1
1867	2.3	9	191	0	712	1442	990	6	6	3	1	2	1
1730	2	20	143	0	418	1023	1595	4	14	10	0	12	1
1723	1	7	126	1	384	1361	1213	3	5	17	0	16	1
1882	1.3	47	140	8	119	652	2500	2	17	13	1	11	2
803	0.8	18	106	0	627	935	2801	4	18	1	15	12	2
580	1.2	47	91	0	1086	1345	3451	3	15	1	1	11	3
668	2.3	48	114	2	195	1292	1201	1	14	19	12	4	0
1391	1.4	36	182	2	14	1256	3139	1	14	6	7	14	2
1560	2.3	22	169	0	745	1364	1938	7	15	1	11	16	2
821	1.8	54	109	5	253	1786	3185	3	8	9	4	15	2
811	2.4	2	106	5	333	1429	2111	6	18	13	7	2	1
1989	2.9	17	193	8	629	682	2369	8	7	15	0	18	2
1034	2.7	37	120	6	707	1199	3625	7	17	20	1	12	3
618	2.1	6	86	2	1314	1688	1051	1	13	4	10	15	0
654	1.3	52	196	0	1715	1898	1036	4	17	4	4	13	1
576	2.8	10	184	2	513	1438	2938	5	6	7	0	5	2
667	0.6	3	185	6	13	1463	2855	6	5	13	0	19	2
869	1	57	118	7	1243	1584	2727	1	13	15	3	8	2
635	0.5	42	149	2	300	1059	2973	3	12	4	5	18	2
609	3	44	117	15	58	1253	2581	1	15	16	11	15	1
1557	2.8	2	123	16	1107	1442	2690	5	18	20	16	9	3
1604	1.7	33	191	2	134	939	916	8	13	5	10	12	0
1182	0.5	8	138	7	275	986	2563	8	19	16	17	19	2
848	2.1	19	148	10	176	1029	3359	7	10	18	0	14	2
1610	2.9	64	181	7	1236	1280	941	4	8	12	4	9	1
1828	2.1	17	199	0	336	898	2280	1	17	1	14	4	2
880	2	50	194	1	1116	1381	827	7	15	3	9	6	0
1394	0.9	62	175	10	1010	1565	473	5	11	13	1	20	0
1960	2.3	61	86	1	205	1299	3865	7	10	3	7	11	3
809	0.8	21	91	10	1453	1726	1274	7	18	19	7	3	1
899	0.5	57	172	13	788	1331	364	2	11	18	1	7	0
1976	0.7	32	171	4	1301	1922	3699	2	17	7	11	13	3
879	1.5	21	187	0	463	1038	2927	4	14	2	13	11	2
916	2.6	36	195	0	188	992	1470	4	13	12	0	14	0
763	1.7	2	92	8	1028	1186	1050	8	6	14	4	8	0
508	1.6	9	162	0	1419	1920	2616	6	18	2	8	10	2
825	2.9	34	99	0	1471	1866	2915	8	8	17	2	10	3
1864	1.4	46	178	8	168	981	2686	1	11	12	7	18	2
1725	0.5	52	185	8	1125	1195	1243	6	19	12	18	5	1
1108	2.9	52	183	10	130	1706	3264	2	16	12	1	13	3
1011	1.1	36	131	4	481	749	2261	7	7	18	6	16	1
1703	1.5	55	138	17	1411	1711	2993	5	5	19	1	20	3
1067	1.7	58	135	0	79	681	706	7	12	0	9	16	0
1334	2.4	42	115	5	1187	1974	2542	5	10	14	1	8	3
775	2.6	30	189	0	561	1510	2523	7	17	10	16	9	2
1899	0.6	26	151	0	96	814	336	2	13	0	11	4	0
930	1.3	14	97	1	77	1025	2457	6	11	10	7	17	1
1058	1.5	19	166	2	493	1247	418	4	9	14	7	16	0
1187	2.2	46	145	0	1173	1814	3917	2	13	9	11	8	3
1874	2.7	8	166	10	964	1233	1246	7	8	13	1	2	1
1482	0.5	48	142	2	634	642	2971	7	12	10	8	12	2
1809	1.7	59	174	3	639	721	2324	3	10	4	6	16	2
864	3	54	187	0	127	1670	3121	2	18	1	2	16	2
625	1.9	33	191	12	431	550	3801	1	10	20	6	2	2
1880	1.8	18	138	4	71	699	3333	3	17	5	15	7	3
1138	1.4	44	187	12	111	1138	3475	8	19	17	3	3	3
560	0.5	23	146	14	356	1903	2360	8	17	15	16	18	1
1117	0.5	12	144	1	798	817	2895	7	7	8	6	16	2
1712	1.4	63	137	1	747	1126	3652	7	16	12	1	19	3
1836	1.7	26	134	3	408	1139	3097	6	5	16	0	18	3
1036	2.4	39	119	0	373	926	2101	7	10	3	7	2	1
1860	2.3	23	162	15	1362	1506	3918	4	9	16	2	8	3
1375	1.1	9	145	3	475	726	3869	7	19	19	18	10	3
1945	1.6	57	195	0	743	1753	732	4	14	1	1	14	1
1896	0.5	7	141	8	447	794	3684	2	9	13	7	18	3
788	2.5	57	91	4	42	1161	3969	8	12	12	8	6	3
880	1.7	33	173	0	30	1350	1414	2	12	2	1	7	0
1323	2.5	28	131	10	162	619	1892	4	10	12	0	15	1
1868	2	42	169	0	347	660	3131	1	8	4	3	7	3
1266	1.9	7	184	0	346	1468	2532	3	10	12	5	4	2
1042	2.7	50	93	16	727	1705	3215	7	18	18	0	20	3
1479	0.5	19	156	8	180	1476	3323	3	13	10	12	6	3
1476	1.2	55	171	0	1641	1666	1529	4	13	5	8	3	2
1552	2.2	13	123	6	269	1026	2403	6	9	9	2	9	2
1454	0.5	34	83	1	250	1033	3419	4	7	3	5	5	3
1007	2	45	95	0	1186	1529	3648	5	9	2	0	16	3
652	2.4	17	173	9	77	559	1974	5	12	11	10	12	0
1504	1.5	34	142	12	507	973	2806	8	7	15	2	7	2
1726	0.9	51	193	2	379	1223	2239	4	13	3	9	13	2
1029	1.9	5	171	5	264	956	582	5	15	8	7	4	0
1582	2.8	44	112	2	1486	1797	3890	6	17	13	10	10	3
1478	0.8	48	99	12	694	882	1141	5	5	17	2	6	1
1178	1.3	49	101	0	579	596	2511	5	6	0	3	17	2
707	2.1	25	131	2	495	574	3838	3	9	17	2	7	3
755	2.8	51	186	5	315	990	2734	4	10	12	1	16	2
912	2	54	161	1	329	1053	2330	8	19	5	5	20	1
651	0.8	63	176	2	548	858	2244	5	14	4	9	19	1
1483	2.1	54	176	1	531	758	1851	7	15	2	13	2	1
914	0.9	4	100	2	191	1495	808	2	11	12	7	5	0
1456	0.5	7	105	7	823	1104	1587	5	6	12	5	20	1
1178	2.2	57	84	6	96	1352	2492	3	16	17	14	10	2
1503	0.7	43	166	10	841	1304	2122	4	15	14	1	2	2
1681	2.5	11	158	2	195	1205	1122	2	12	13	6	16	0
715	2.3	48	160	4	21	562	3709	4	14	6	2	10	2
1876	2.8	56	182	3	235	585	3021	3	12	4	2	18	2
1190	2.2	47	186	9	1417	1441	624	6	9	10	3	19	0
1755	1.3	24	134	0	286	1075	3937	7	8	2	1	7	3
1197	1.3	20	149	3	649	1629	1797	6	19	7	5	4	1
1048	0.9	28	194	10	966	1975	1458	2	5	19	1	15	1
1887	3	17	126	6	1172	1798	3348	8	18	7	16	16	3
1772	0.5	64	116	3	270	545	1834	8	5	15	2	20	1
1421	2.8	57	165	0	781	1657	2775	1	13	2	8	14	3
1464	0.5	17	153	0	418	1341	1277	6	13	8	6	19	1
